Airline Name,Rating,Text,Recommended
Aegean Airlines,1/10,"[('two', 'CD'), ('calls', 'VBZ'), ('23rd', 'CD'), ('24th', 'CD'), ('july', 'NN'), ('regards', 'NNS'), ('changing', 'VBG'), ('flight', 'NN'), ('according', 'VBG'), ('could', 'MD'), ('one', 'CD'), ('change', 'NN'), ('without', 'IN'), ('penalty', 'NN'), ('extra', 'JJ'), ('charge', 'NN'), ('due', 'JJ'), ('covid19', 'NN'), ('however', 'RB'), ('needed', 'VBN'), ('change', 'NN'), ('airports', 'NNS'), ('pay', 'VBP'), ('penalty', 'NN'), ('whilst', 'NN'), ('first', 'RB'), ('call', 'VB'), ('girl', 'NN'), ('talked', 'VBD'), ('told', 'RB'), ('needed', 'VBN'), ('pay', 'NN'), ('100euros', 'CD'), ('change', 'NN'), ('whereas', 'NNS'), ('next', 'IN'), ('day', 'NN'), ('told', 'VBD'), ('pay', 'NN'), ('140euros', 'CD'), ('change', 'NN'), ('note', 'NN'), ('flight', 'NN'), ('rate', 'NN'), ('didnt', 'NN'), ('change', 'NN'), ('despite', 'IN'), ('difference', 'NN'), ('changed', 'VBD'), ('flight', 'NN'), ('ticket', 'NN'), ('asking', 'VBG'), ('baggage', 'NN'), ('booked', 'VBD'), ('ticket', 'NN'), ('without', 'IN'), ('adding', 'VBG'), ('baggage', 'NN'), ('called', 'VBN'), ('yesterday', 'NN'), ('ask', 'NN'), ('happened', 'VBD'), ('telling', 'VBG'), ('charge', 'NN'), ('baggage', 'NN'), ('told', 'VBD'), ('would', 'MD'), ('listen', 'VB'), ('recording', 'VBG'), ('call', 'VB'), ('back', 'RB'), ('called', 'VBN'), ('two', 'CD'), ('hours', 'NNS'), ('later', 'RB'), ('phone', 'NN'), ('ringing', 'VBG'), ('5', 'CD'), ('secs', 'JJ'), ('manage', 'NN'), ('pick', 'NN'), ('called', 'VBN'), ('back', 'RB'), ('told', 'VBD'), ('girl', 'NN'), ('assisting', 'VBG'), ('finished', 'JJ'), ('work', 'NN'), ('day', 'NN'), ('next', 'IN'), ('person', 'NN'), ('told', 'VBD'), ('would', 'MD'), ('look', 'VB'), ('instead', 'RB'), ('putting', 'VBG'), ('hold', 'NN'), ('hung', 'NN'), ('never', 'RB'), ('called', 'VBD'), ('back', 'RP'), ('called', 'VBN'), ('today', 'NN'), ('assistant', 'NN'), ('could', 'MD'), ('find', 'VB'), ('notes', 'NNS'), ('first', 'JJ'), ('person', 'NN'), ('listened', 'VBN'), ('recording', 'VBG'), ('course', 'NN'), ('add', 'JJ'), ('baggage', 'NN'), ('free', 'JJ'), ('however', 'RB'), ('requested', 'VBN'), ('calls', 'VBZ'), ('one', 'CD'), ('asking', 'VBG'), ('100euros', 'CD'), ('second', 'JJ'), ('one', 'CD'), ('asked', 'VBN'), ('money', 'NN'), ('add', 'NN'), ('baggage', 'NN'), ('waiting', 'VBG'), ('response', 'NN'), ('2nd', 'CD'), ('august', 'NN'), ('flew', 'VBD'), ('athens', 'NNS'), ('heraklion', 'NN'), ('2hour', 'CD'), ('delay', 'NN'), ('airline', 'NN'), ('offered', 'VBD'), ('us', 'PRP'), ('free', 'JJ'), ('ticket', 'NN'), ('however', 'RB'), ('state', 'NN'), ('use', 'NN'), ('free', 'JJ'), ('ticket', 'NN'), ('christmas', 'NN'), ('easter', 'NN'), ('july', 'NN'), ('august', 'JJ'), ('live', 'JJ'), ('uk', 'NN'), ('allowed', 'VBN'), ('use', 'IN'), ('periods', 'NNS'), ('travel', 'VBP'), ('greece', 'NNS'), ('due', 'JJ'), ('covid19', 'RB'), ('allow', 'JJ'), ('backpack', 'NN'), ('cabin', 'NN'), ('bag', 'NN'), ('board', 'NN'), ('allow', 'IN'), ('checkin', 'FW'), ('cabin', 'NN'), ('bag', 'NN'), ('price', 'NN'), ('tickets', 'NNS'), ('cheaper', 'VBP'), ('either', 'DT')]",no
Aegean Airlines,5/10,"[('recently', 'RB'), ('aegean', 'JJ'), ('one', 'CD'), ('best', 'JJS'), ('carriers', 'NNS'), ('europe', 'VBP'), ('case', 'NN'), ('anymore', 'RB'), ('adopting', 'VBG'), ('policies', 'NNS'), ('typical', 'JJ'), ('low', 'JJ'), ('cost', 'NN'), ('airline', 'NN'), ('lowest', 'JJS'), ('fare', 'NN'), ('category', 'NN'), ('go', 'VBP'), ('light', 'JJ'), ('one', 'CD'), ('item', 'NN'), ('allowed', 'VBD'), ('cabin', 'JJ'), ('seat', 'NN'), ('selection', 'NN'), ('free', 'JJ'), ('extra', 'JJ'), ('item', 'NN'), ('checked', 'VBD'), ('free', 'JJ'), ('customers', 'NNS'), ('need', 'VBP'), ('pay', 'VBP'), ('fee', 'JJ'), ('airport', 'NN'), ('hope', 'VBP'), ('temporary', 'JJ'), ('measure', 'NN'), ('due', 'JJ'), ('covid19', 'NN')]",yes
Aegean Airlines,1/10,"[('flying', 'VBG'), ('rhodes', 'NNS'), ('larnaca', 'VBP'), ('family', 'NN'), ('covid19', 'NN'), ('pandemic', 'JJ'), ('aegean', 'JJ'), ('airlines', 'NNS'), ('nice', 'JJ'), ('experience', 'NN'), ('passengers', 'NNS'), ('behind', 'IN'), ('us', 'PRP'), ('kept', 'VBD'), ('taking', 'VBG'), ('masks', 'NNS'), ('talking', 'VBG'), ('despite', 'IN'), ('numerous', 'JJ'), ('attempt', 'NN'), ('ask', 'JJ'), ('staff', 'NN'), ('ask', 'NN'), ('passengers', 'NNS'), ('keep', 'VBP'), ('masks', 'NNS'), ('took', 'VBD'), ('even', 'RB'), ('steward', 'JJ'), ('talked', 'VBD'), ('15', 'CD'), ('minutes', 'NNS'), ('still', 'RB'), ('care', 'VB'), ('ended', 'JJ'), ('keep', 'NN'), ('everyones', 'NNS'), ('safety', 'NN'), ('said', 'VBD'), ('relax', 'NN')]",no
Aegean Airlines,1/10,"[('heraklion', 'NN'), ('thessaloniki', 'NN'), ('said', 'VBD'), ('covid19', 'NN'), ('could', 'MD'), ('bring', 'VB'), ('one', 'CD'), ('item', 'NN'), ('board', 'NN'), ('people', 'NNS'), ('measure', 'VBP'), ('luggage', 'JJ'), ('size', 'NN'), ('pay', 'NN'), ('40', 'CD'), ('euros', 'NN'), ('extra', 'JJ'), ('plenty', 'NN'), ('space', 'NN'), ('board', 'NN'), ('time', 'NN'), ('really', 'RB'), ('airport', 'JJ'), ('covid19', 'NN'), ('tests', 'NNS'), ('taking', 'VBG'), ('place', 'NN'), ('also', 'RB'), ('seat', 'VBD'), ('small', 'JJ'), ('75', 'CD'), ('mins', 'NNS'), ('flight', 'NN')]",no
Aegean Airlines,9/10,"[('barcelona', 'NN'), ('athens', 'NNS'), ('ill', 'JJ'), ('start', 'VBP'), ('fact', 'NN'), ('let', 'NN'), ('checked', 'VBD'), ('bag', 'JJ'), ('weighs', 'NNS'), ('certain', 'JJ'), ('amount', 'NN'), ('kilos', 'VBD'), ('free', 'JJ'), ('far', 'RB'), ('im', 'NN'), ('concerned', 'JJ'), ('case', 'NN'), ('many', 'JJ'), ('airlines', 'NNS'), ('flight', 'NN'), ('initially', 'RB'), ('delayed', 'VBD'), ('half', 'JJ'), ('hour', 'NN'), ('wasnt', 'NN'), ('lot', 'NN'), ('didnt', 'IN'), ('connecting', 'VBG'), ('flights', 'NNS'), ('worry', 'VBP'), ('understand', 'JJ'), ('people', 'NNS'), ('might', 'MD'), ('case', 'NN'), ('boarding', 'VBG'), ('done', 'VBN'), ('via', 'IN'), ('jetbridge', 'NN'), ('rather', 'RB'), ('fast', 'RB'), ('considering', 'VBG'), ('flight', 'NN'), ('full', 'JJ'), ('boarded', 'VBD'), ('plane', 'NN'), ('didnt', 'NNS'), ('take', 'VBP'), ('nearly', 'RB'), ('another', 'DT'), ('two', 'CD'), ('hours', 'NNS'), ('due', 'JJ'), ('thunderstorm', 'NN'), ('airport', 'NN'), ('seats', 'NNS'), ('comfortable', 'JJ'), ('economy', 'NN'), ('class', 'NN'), ('im', 'VBP'), ('162', 'CD'), ('opinion', 'NN'), ('probably', 'RB'), ('isnt', 'JJ'), ('relevant', 'JJ'), ('pilots', 'NNS'), ('made', 'VBD'), ('announcement', 'NN'), ('straight', 'RB'), ('away', 'RB'), ('flight', 'NN'), ('attendants', 'NNS'), ('handed', 'VBD'), ('free', 'JJ'), ('drinks', 'NNS'), ('everyone', 'NN'), ('time', 'NN'), ('spent', 'VBN'), ('ground', 'NN'), ('pilots', 'NNS'), ('kept', 'VBD'), ('informing', 'VBG'), ('us', 'PRP'), ('situation', 'NN'), ('finally', 'RB'), ('took', 'VBD'), ('flight', 'NN'), ('extremely', 'RB'), ('turbulent', 'JJ'), ('handled', 'VBN'), ('situation', 'NN'), ('pretty', 'RB'), ('well', 'RB'), ('must', 'MD'), ('say', 'VB'), ('free', 'JJ'), ('hot', 'JJ'), ('meal', 'NN'), ('provided', 'VBD'), ('passengers', 'NNS'), ('bussiness', 'JJ'), ('economy', 'NN'), ('class', 'NN'), ('rare', 'JJ'), ('days', 'NNS'), ('intraeuropean', 'JJ'), ('flight', 'NN'), ('arrived', 'VBD'), ('athens', 'NNS'), ('pilots', 'NNS'), ('made', 'VBD'), ('apology', 'JJ'), ('delay', 'NN'), ('announced', 'VBD'), ('every', 'DT'), ('passenger', 'NN'), ('missed', 'VBD'), ('connecting', 'VBG'), ('flight', 'NN'), ('would', 'MD'), ('offered', 'VB'), ('either', 'RB'), ('free', 'JJ'), ('rebooking', 'VBG'), ('voucher', 'NN'), ('cant', 'JJ'), ('remember', 'VB'), ('exactly', 'RB'), ('didnt', 'RB'), ('need', 'VB'), ('one', 'CD'), ('luggage', 'NN'), ('came', 'VBD'), ('quickly', 'RB'), ('wasnt', 'NNS'), ('damaged', 'VBD'), ('way', 'NN'), ('price', 'NN'), ('ok', 'IN'), ('considering', 'VBG'), ('excellent', 'JJ'), ('service', 'NN'), ('cant', 'VBD'), ('even', 'RB'), ('think', 'VBP'), ('complaining', 'VBG'), ('price', 'NN'), ('thing', 'NN'), ('didnt', 'VBZ'), ('quite', 'RB'), ('like', 'JJ'), ('fact', 'NN'), ('flight', 'NN'), ('entertaining', 'VBG'), ('screens', 'NNS'), ('flown', 'VBN'), ('a320s', 'RB'), ('well', 'RB'), ('know', 'VB'), ('present', 'JJ'), ('a321', 'JJ'), ('im', 'NN'), ('complaining', 'VBG'), ('fantastic', 'JJ'), ('experience', 'NN'), ('would', 'MD'), ('totally', 'RB'), ('recommend', 'VB'), ('airline', 'NN')]",yes
Aegean Airlines,10/10,"[('aegean', 'JJ'), ('favorite', 'JJ'), ('greek', 'JJ'), ('airline', 'NN'), ('july', 'NN'), ('2019', 'CD'), ('travelled', 'VBD'), ('munich', 'JJ'), ('athens', 'NNS'), ('aegean', 'VBP'), ('aircraft', 'NN'), ('perfect', 'NN'), ('also', 'RB'), ('seat', 'VBD'), ('perfect', 'JJ'), ('landed', 'JJ'), ('time', 'NN'), ('athens', 'VBZ'), ('airport', 'RB'), ('smooth', 'JJ'), ('landing', 'NN')]",yes
Aegean Airlines,9/10,"[('corfu', 'NN'), ('athens', 'VBZ'), ('september', 'JJ'), ('2019', 'CD'), ('used', 'JJ'), ('aegean', 'JJ'), ('several', 'JJ'), ('times', 'NNS'), ('definitely', 'RB'), ('one', 'CD'), ('best', 'JJS'), ('european', 'JJ'), ('airlines', 'NNS'), ('seat', 'VBP'), ('comfort', 'NN'), ('service', 'NN'), ('cleanliness', 'NN'), ('even', 'RB'), ('food', 'NN'), ('superior', 'JJ'), ('airlines', 'NNS'), ('issue', 'NN'), ('ferry', 'VBP'), ('cancelled', 'VBN'), ('’', 'JJ'), ('catch', 'NN'), ('flight', 'NN'), ('aegean', 'NN'), ('immediately', 'RB'), ('exchanged', 'VBD'), ('tickets', 'NNS'), ('extra', 'JJ'), ('cost', 'NN')]",yes
Aegean Airlines,10/10,"[('best', 'JJS'), ('air', 'NN'), ('trip', 'NN'), ('aegean', 'VBP'), ('airlines', 'NNS'), ('occured', 'VBD'), ('flight', 'NN'), ('brussels', 'NNS'), ('athens', 'VBZ'), ('without', 'IN'), ('cancellation', 'NN'), ('addition', 'NN'), ('airlines', 'NNS'), ('period', 'NN'), ('covid', 'VBP'), ('19', 'CD'), ('crew', 'NN'), ('gentle', 'JJ'), ('ready', 'JJ'), ('make', 'VBP'), ('us', 'PRP'), ('feel', 'VB'), ('comfortable', 'JJ'), ('second', 'JJ'), ('trip', 'NN'), ('athens', 'NNS'), ('rhodes', 'NNS'), ('surprised', 'VBD'), ('lot', 'NN'), ('occurred', 'VBD'), ('three', 'CD'), ('passengers', 'NNS'), ('two', 'CD'), ('passengers', 'NNS'), ('makes', 'VBZ'), ('extremely', 'RB'), ('impression', 'JJ'), ('really', 'RB'), ('appreciate', 'JJ'), ('aegean', 'JJ'), ('customer', 'NN'), ('service', 'NN'), ('policy', 'NN'), ('hope', 'VBP'), ('make', 'VB'), ('another', 'DT'), ('air', 'NN'), ('trip', 'NN'), ('airline', 'NN'), ('soon', 'RB')]",yes
Aegean Airlines,1/10,"[('aegean', 'RB'), ('canceled', 'VBN'), ('flight', 'NN'), ('30th', 'CD'), ('march', 'NN'), ('stopped', 'VBD'), ('flights', 'NNS'), ('athens', 'VBZ'), ('26th', 'CD'), ('march', 'NN'), ('onwards', 'NNS'), ('refused', 'VBD'), ('refund', 'NN'), ('us', 'PRP'), ('tickets', 'VBZ'), ('refundable', 'JJ'), ('filed', 'VBN'), ('complaint', 'NN'), ('asking', 'VBG'), ('refund', 'NN'), ('since', 'IN'), ('airline', 'NN'), ('canceled', 'VBN'), ('flight', 'NN'), ('us', 'PRP'), ('offered', 'VBD'), ('credit', 'NN'), ('voucher', 'NN'), ('used', 'VBN'), ('within', 'IN'), ('next', 'JJ'), ('18', 'CD'), ('months', 'NNS')]",no
Aegean Airlines,1/10,"[('heraklion', 'NN'), ('athens', 'VBZ'), ('finally', 'RB'), ('found', 'VBN'), ('flight', 'NN'), ('get', 'NN'), ('home', 'NN'), ('uk', 'NN'), ('corona', 'NN'), ('virus', 'NN'), ('crisis', 'NN'), ('flying', 'VBG'), ('aegean', 'JJ'), ('athens', 'NNS'), ('swiss', 'JJ'), ('air', 'NN'), ('uk', 'JJ'), ('via', 'IN'), ('zurich', 'JJ'), ('difficult', 'JJ'), ('time', 'NN'), ('travelling', 'VBG'), ('quite', 'RB'), ('stressful', 'JJ'), ('given', 'VBN'), ('situation', 'NN'), ('travelled', 'VBN'), ('hand', 'NN'), ('luggage', 'NN'), ('avoid', 'JJ'), ('baggage', 'NN'), ('claim', 'NN'), ('wife', 'NN'), ('came', 'VBD'), ('board', 'NN'), ('heraklion', 'NN'), ('ground', 'NN'), ('staff', 'NN'), ('weighed', 'VBD'), ('bags', 'NNS'), ('asked', 'VBN'), ('credit', 'NN'), ('card', 'NN'), ('charged', 'VBD'), ('us', 'PRP'), ('80', 'CD'), ('euros', 'NNS'), ('excess', 'JJ'), ('baggage', 'NN'), ('would', 'MD'), ('expected', 'VBN'), ('compassion', 'NN'), ('swiss', 'JJ'), ('offered', 'VBN'), ('put', 'NN'), ('bags', 'NNS'), ('hold', 'VBP'), ('cost', 'NN'), ('could', 'MD'), ('sympathetic', 'VB'), ('accommodating', 'VBG'), ('crisis', 'NN')]",no
